,name,position,country,overall_rating,dribbling,freekick_accuracy,agility,ball_control,interceptions,penalties
524,Kim Young-gwon,DF,South Korea,65.7,49.9,41.3,61.3,51.7,34.0,47.3
525,Jang Hyun-soo,DF,South Korea,74.0,16.0,12.0,32.0,20.0,18.0,25.0
526,Kim Jin-hyeon,GK,South Korea,65.7,49.9,41.3,61.3,51.7,34.0,47.3
527,Go Yo-han,DF,South Korea,65.7,49.9,41.3,61.3,51.7,34.0,47.3
528,Jo Hyeon-woo,GK,South Korea,56.0,34.0,32.0,54.0,46.0,53.0,43.0
529,Robin Patrick Olsen,GK,Sweden,78.0,11.0,16.0,32.0,18.0,20.0,26.0
530,Carl Mikael Lustig,DF,Sweden,71.0,66.0,40.0,54.0,71.0,73.0,33.0
531,Victor Jörgen Nilsson Lindelöf,DF,Sweden,81.0,70.0,64.0,71.0,76.0,81.0,55.0
532,Andreas Granqvist,DF,Sweden,80.0,49.0,40.0,55.0,63.0,82.0,79.0
533,Martin Tony Waikwa Olsson,DF,Sweden,71.0,68.0,53.0,72.0,70.0,63.0,49.0
534,Hans Carl Ludwig Augustinsson,DF,Sweden,64.0,57.0,53.0,70.0,60.0,54.0,41.0
535,Bengt Ulf Sebastian Larsson,MF,Sweden,75.0,70.0,40.0,70.0,72.0,74.0,42.0
536,Albin Ekdal,MF,Sweden,77.0,74.0,70.0,61.0,79.0,72.0,68.0
537,Bengt Erik Markus Berg,FW,Sweden,74.63636363636364,60.45454545454545,49.63636363636363,62.68181818181818,64.5,54.31818181818182,52.36363636363637
538,Emil Peter Forsberg,MF,Sweden,82.0,82.0,77.0,81.0,87.0,43.0,66.0
539,John Alberto Guidetti,FW,Sweden,77.0,76.0,80.0,64.0,77.0,34.0,81.0
540,Karl-Johan Anton Johnsson,GK,Sweden,73.0,16.0,11.0,45.0,22.0,20.0,17.0
541,Karl Gustav Johan Svensson,MF,Sweden,74.0,64.0,33.0,48.0,70.0,73.0,45.0
542,Filip Viktor Helander,DF,Sweden,75.0,52.0,40.0,54.0,54.0,77.0,34.0
543,Oscar Karl Niclas Hiljemark,MF,Sweden,74.0,72.0,73.0,66.0,75.0,70.0,64.0
544,Emil Henry Kristoffer Krafth,DF,Sweden,73.0,68.0,54.0,73.0,68.0,73.0,54.0
545,Viktor Johan Anton Claesson,MF,Sweden,75.0,71.0,64.0,76.0,74.0,38.0,63.0
546,Pontus Sven Gustav Jansson,DF,Sweden,77.0,64.0,40.0,53.0,66.0,75.0,39.0
547,Marcus Christer Rohdén,MF,Sweden,71.0,68.0,49.0,74.0,70.0,63.0,66.0
548,Nils Ola Toivonen,FW,Sweden,76.0,74.0,73.0,64.0,76.0,45.0,71.0
549,Jakup Jimmy Durmaz,MF,Sweden,74.0,79.0,76.0,77.0,75.0,22.0,74.0
550,Isaac Kiese Thelin,FW,Sweden,72.0,65.0,35.0,61.0,72.0,20.0,72.0
551,Bo Kristoffer Nordfeldt,GK,Sweden,72.0,14.0,11.0,58.0,24.0,23.0,13.0
552,Thibaut Nicolas Marc Courtois,GK,Belgium,89.0,13.0,20.0,61.0,23.0,15.0,27.0
553,Toby Albertine Maurits Alderweireld,DF,Belgium,87.0,62.0,69.0,60.0,75.0,87.0,58.0
554,Thomas Vermaelen,DF,Belgium,77.0,55.0,64.0,61.0,64.0,73.0,62.0
555,Vincent Jean Mpoy Kompany,DF,Belgium,85.0,63.0,52.0,55.0,70.0,82.0,63.0
556,Jan Bert Lieve Vertonghen,DF,Belgium,87.0,71.0,73.0,61.0,77.0,89.0,66.0
557,Axel Laurent Angel Lambert Witsel,MF,Belgium,85.0,78.0,68.0,77.0,84.0,80.0,83.0
558,Kevin De Bruyne,MF,Belgium,91.0,86.0,83.0,79.0,91.0,61.0,79.0
559,Marouane Fellaini-Bakkioui,MF,Belgium,82.23809523809524,69.85714285714286,58.42857142857143,71.85714285714286,73.71428571428571,53.76190476190476,63.285714285714285
560,Romelu Lukaku Bolingoli,FW,Belgium,72.0,69.0,32.0,84.0,68.0,68.0,68.0
561,Eden Michael Walter Hazard,FW,Belgium,91.0,95.0,79.0,95.0,94.0,41.0,86.0
562,Yannick Ferreira Carrasco,MF,Belgium,83.0,88.0,78.0,88.0,87.0,18.0,74.0
563,Simon Luc Hildebert Mignolet,GK,Belgium,82.23809523809524,69.85714285714286,58.42857142857143,71.85714285714286,73.71428571428571,53.76190476190476,63.285714285714285
564,Koen Casteels,GK,Belgium,83.0,14.0,13.0,50.0,23.0,16.0,20.0
565,Dries Mertens,FW,Belgium,87.0,91.0,79.0,94.0,89.0,36.0,79.0
566,Thomas André A. Meunier,DF,Belgium,82.0,75.0,56.0,63.0,82.0,76.0,65.0
567,Thorgan Ganael Francis Hazard,MF,Belgium,83.0,87.0,79.0,91.0,84.0,41.0,81.0
568,Youri Marion A. Tielemans,MF,Belgium,78.0,76.0,74.0,67.0,81.0,71.0,76.0
569,Adnan Januzaj,FW,Belgium,79.0,85.0,65.0,85.0,82.0,36.0,60.0
570,Mousa Sidi Yaya Dembélé,MF,Belgium,77.0,75.0,35.0,77.0,79.0,22.0,82.0
571,Dedryck Anga Boyata,DF,Belgium,75.0,57.0,13.0,62.0,61.0,73.0,13.0
572,Michy Batshuayi-Atunga,FW,Belgium,80.0,78.0,46.0,75.0,80.0,23.0,67.0
573,Nacer Chadli,MF,Belgium,77.0,80.0,78.0,65.0,80.0,43.0,76.0
574,Leander Dendoncker,DF,Belgium,79.0,69.0,71.0,59.0,74.0,78.0,44.0
575,Jordan Lee Pickford,GK,England,83.0,14.0,16.0,55.0,40.0,24.0,41.0
576,Kyle Andrew Walker,DF,England,84.0,79.0,71.0,67.0,78.0,81.0,63.0
577,Daniel Lee Rose,DF,England,64.0,57.0,59.0,76.0,64.0,61.0,56.0
578,Eric Jeremy Edgar Dier,MF,England,80.0,65.0,74.0,52.0,70.0,81.0,70.0
579,John Stones,DF,England,83.0,69.0,29.0,61.0,80.0,81.0,44.0
580,Jacob Harry Maguire,DF,England,59.0,61.0,42.0,56.0,47.0,62.0,42.0
581,Jesse Ellis Lingard,MF,England,82.0,84.0,63.0,86.0,84.0,53.0,71.0
582,Jordan Brian Henderson,MF,England,82.0,73.0,74.0,68.0,80.0,80.0,64.0
583,Harry Edward Kane,FW,England,90.0,80.0,68.0,71.0,84.0,35.0,90.0
584,Raheem Shaquille Sterling,FW,England,87.0,88.0,63.0,94.0,87.0,30.0,69.0
585,Jamie Richard Vardy,FW,England,82.0,76.0,57.0,75.0,76.0,49.0,81.0
586,Kieran John Trippier,DF,England,82.0,75.0,83.0,74.0,81.0,79.0,66.0
587,Jack Butland,GK,England,80.0,21.0,14.0,55.0,36.0,27.0,42.0
588,Daniel Nii Tackie Mensah Welbeck,FW,England,63.0,53.0,40.0,65.0,62.0,66.0,43.0
589,Gary James Cahill,DF,England,79.0,56.0,27.0,49.0,60.0,77.0,53.0
590,Philip Anthony Jones,DF,England,79.0,59.0,35.0,52.0,64.0,80.0,55.0
591,Fabian Delph,DF,England,79.0,77.0,53.0,87.0,82.0,78.0,65.0
592,Ashley Simon Young,DF,England,79.0,77.0,75.0,76.0,78.0,77.0,60.0
593,Marcus Rashford,FW,England,83.0,84.0,80.0,88.0,84.0,42.0,74.0
594,Bamidele Jermaine Alli,MF,England,85.0,83.0,68.0,76.0,86.0,74.0,74.0
595,Ruben Ira Loftus-Cheek,MF,England,78.0,82.0,57.0,76.0,81.0,57.0,45.0
596,Trent John Alexander-Arnold,DF,England,79.0,75.0,80.0,74.0,76.0,76.0,55.0
597,Nicholas David Pope,GK,England,80.0,85.0,65.0,90.0,81.0,25.0,85.0
598,Jaime Manuel Penedo Cano,GK,Panama,71.0,29.0,60.0,49.0,61.0,66.0,44.0
599,Michael Amir Murillo Bermudez,DF,Panama,69.0,64.0,73.0,57.0,73.0,64.0,68.0
600,Harold Oshkaly Cummings Segura,DF,Panama,68.0,49.0,35.0,53.0,55.0,72.0,38.0
601,Fidel Escobar Mendieta,DF,Panama,64.0,62.0,36.0,51.0,65.0,13.0,59.0
602,Román Aureliano Torres Morcillo,DF,Panama,70.0,34.0,23.0,34.0,55.0,63.0,50.0
603,Gabriel Enrique Gómez Girón,MF,Panama,60.0,57.0,39.0,54.0,56.0,19.0,76.0
604,Blas Antonio Pérez Ortega,FW,Panama,73.0,72.0,43.0,66.0,73.0,42.0,68.0
605,Édgar Yoel Bárcenas Herrera,MF,Panama,63.0,62.0,43.0,64.0,55.0,59.0,42.0
606,Gabriel Arturo Torres Tejada,FW,Panama,70.0,72.0,49.0,73.0,71.0,35.0,67.0
607,Ismael Díaz de León,FW,Panama,69.41176470588235,60.88235294117647,48.11764705882353,61.8235294117647,66.82352941176471,46.705882352941174,57.88235294117647
608,Armando Enrique Cooper Whitaker,MF,Panama,69.41176470588235,60.88235294117647,48.11764705882353,61.8235294117647,66.82352941176471,46.705882352941174,57.88235294117647
609,José de Jesus Calderón Frias,GK,Panama,72.0,74.0,77.0,74.0,75.0,26.0,72.0
610,Adolfo Abdiel Machado,DF,Panama,65.0,58.0,38.0,57.0,67.0,19.0,61.0
611,Valentín Enrique Pimentel Armuelles,MF,Panama,69.41176470588235,60.88235294117647,48.11764705882353,61.8235294117647,66.82352941176471,46.705882352941174,57.88235294117647
612,Eric Javier Davis Grajales,DF,Panama,69.41176470588235,60.88235294117647,48.11764705882353,61.8235294117647,66.82352941176471,46.705882352941174,57.88235294117647
613,Abdiel Arroyo Molinar,FW,Panama,69.41176470588235,60.88235294117647,48.11764705882353,61.8235294117647,66.82352941176471,46.705882352941174,57.88235294117647
614,Luis Carlos Ovalle Victoria,DF,Panama,68.0,57.0,33.0,62.0,67.0,24.0,71.0
615,"Luis Carlos ""Matador"" Tejada Hansell",FW,Panama,69.41176470588235,60.88235294117647,48.11764705882353,61.8235294117647,66.82352941176471,46.705882352941174,57.88235294117647
616,Ricardo Guardia Ávila,MF,Panama,74.0,78.0,74.0,73.0,77.0,53.0,63.0
617,Anibal Casis Godoy Lemus,MF,Panama,71.0,67.0,38.0,64.0,67.0,70.0,36.0
618,José Luis Rodríguez Francis,MF,Panama,75.0,54.0,33.0,68.0,67.0,74.0,48.0
619,Álex Raúl Rodríguez Ledezma,GK,Panama,82.0,84.0,57.0,82.0,85.0,49.0,66.0
620,Felipe Abdiel Baloy Ramírez,DF,Panama,65.0,62.0,67.0,70.0,67.0,46.0,55.0
621,Farouk Ben Mustapha,GK,Tunisia,70.0,14.0,11.0,33.0,21.0,21.0,21.0
622,Syam  Ben Youssef,DF,Tunisia,71.0,50.0,36.0,32.0,53.0,68.0,36.0
623,Yohan Ben Alouane,DF,Tunisia,73.0,47.0,52.0,56.0,59.0,76.0,38.0
624,Yassine Meriah,DF,Tunisia,72.0,57.0,32.0,64.0,62.0,72.0,66.0
625,Oussama Haddadi,DF,Tunisia,71.0,64.0,34.0,55.0,68.0,71.0,41.0
626,Rami Bedoui,DF,Tunisia,68.0,56.0,41.0,68.0,62.0,68.0,45.0
627,Saîf-Eddine Khaoui,FW,Tunisia,72.0,74.0,74.0,76.0,75.0,28.0,49.0
628,Fakhreddine Ben Youssef,FW,Tunisia,67.0,56.0,29.0,57.0,59.0,22.0,58.0
629,Anice Badri,MF,Tunisia,63.0,70.0,41.0,77.0,68.0,25.0,58.0
630,Wahbi Khazri,FW,Tunisia,79.0,79.0,79.0,80.0,81.0,61.0,75.0
631,Dylan Daniel Mahmoud Bronn,DF,Tunisia,75.0,66.0,53.0,62.0,67.0,73.0,51.0
632,Ali Maâloul,DF,Tunisia,65.0,67.0,48.0,67.0,69.0,31.0,46.0
633,Ferjani Sassi,MF,Tunisia,65.0,55.0,44.0,57.0,56.0,66.0,51.0
634,Mohamed Amine Ben Amor,MF,Tunisia,62.0,69.0,32.0,75.0,64.0,51.0,31.0
635,Ahmed Khalil,FW,Tunisia,68.0,63.0,63.0,73.0,71.0,69.0,52.0
636,Aymen Mathlouthi,GK,Tunisia,70.23809523809524,60.523809523809526,46.714285714285715,65.9047619047619,63.333333333333336,49.523809523809526,51.142857142857146
637,Ellyes Joris Skhiri,MF,Tunisia,77.0,74.0,55.0,74.0,73.0,85.0,58.0
638,Bassem Srarfi,FW,Tunisia,72.0,79.0,59.0,80.0,75.0,29.0,66.0
639,Saber Khalifa,FW,Tunisia,68.0,67.0,49.0,75.0,71.0,31.0,66.0
640,Ghailene Chaalali,FW,Tunisia,70.0,70.0,65.0,81.0,73.0,45.0,75.0
641,Hamdi Nagguez,DF,Tunisia,70.23809523809524,60.523809523809526,46.714285714285715,65.9047619047619,63.333333333333336,49.523809523809526,51.142857142857146
642,Mouez Hassen,GK,Tunisia,71.0,13.0,14.0,63.0,24.0,16.0,21.0
643,Naïm Sliti,FW,Tunisia,76.0,81.0,70.0,79.0,79.0,32.0,70.0
644,David Ospina Ramírez,GK,Colombia,79.0,12.0,13.0,44.0,32.0,25.0,26.0
645,Cristián Eduardo Zapata Valencia,DF,Colombia,70.0,73.0,40.0,75.0,70.0,36.0,59.0
646,Óscar Fabián Murillo Murillo,DF,Colombia,75.0,46.0,27.0,54.0,56.0,79.0,32.0
647,Santiago Arias Naranjo,DF,Colombia,79.0,74.0,54.0,78.0,77.0,75.0,56.0
648,Wilmar Enrique Barrios Terán,MF,Colombia,78.0,66.0,31.0,75.0,69.0,80.0,32.0
649,Carlos Alberto Sánchez Moreno,MF,Colombia,57.0,14.0,13.0,36.0,16.0,12.0,13.0
650,Carlos Arturo Bacca Ahumada,FW,Colombia,80.0,78.0,58.0,70.0,78.0,34.0,80.0
651,Abel Enrique Aguilar Tapias,MF,Colombia,60.0,29.0,29.0,57.0,49.0,54.0,52.0
652,Radamel Falcao García Zárate,FW,Colombia,84.0,75.0,73.0,76.0,82.0,41.0,81.0
653,James David Rodríguez Rubio,MF,Colombia,87.0,85.0,86.0,83.0,90.0,55.0,81.0
654,Juan Guillermo Cuadrado Bello,MF,Colombia,60.0,23.0,28.0,51.0,33.0,59.0,32.0
655,Camilo Andrés Vargas Gil,GK,Colombia,76.0,16.0,23.0,55.0,19.0,23.0,46.0
656,Yerry Fernando Mina González,DF,Colombia,66.0,62.0,37.0,59.0,65.0,64.0,44.0
657,Luis Fernando Muriel Fruto,FW,Colombia,66.0,65.0,64.0,75.0,66.0,58.0,60.0
658,Andrés Mateus Uribe Villa,MF,Colombia,66.0,30.0,40.0,64.0,50.0,74.0,47.0
659,Jefferson Andrés Lerma Solís,MF,Colombia,79.0,69.0,65.0,75.0,77.0,80.0,58.0
660,Johan Andrés Mojica Palacio,DF,Colombia,78.0,78.0,68.0,74.0,79.0,72.0,67.0
661,Farid Alfonso Díaz Rhenals,DF,Colombia,72.0,64.0,57.0,78.0,72.0,62.0,61.0
662,Miguel Ángel Borja Hernández,FW,Colombia,69.0,37.0,32.0,51.0,48.0,71.0,37.0
663,Juan Fernando Quintero Paniagua,MF,Colombia,54.0,49.0,39.0,59.0,38.0,51.0,46.0
664,José Heriberto Izquierdo Mena,FW,Colombia,76.0,81.0,34.0,91.0,78.0,39.0,58.0
665,José Fernando Cuadrado Romero,GK,Colombia,58.0,52.0,42.0,70.0,55.0,24.0,61.0
666,Davinson Sánchez Mina,DF,Colombia,84.0,63.0,27.0,60.0,73.0,82.0,44.0
667,Eiji Kawashima,GK,Japan,60.0,8.0,10.0,29.0,15.0,10.0,13.0
668,Naomichi Ueda,DF,Japan,62.666666666666664,49.916666666666664,34.5,61.666666666666664,50.666666666666664,33.083333333333336,43.166666666666664
669,Gen Shōji,DF,Japan,62.666666666666664,49.916666666666664,34.5,61.666666666666664,50.666666666666664,33.083333333333336,43.166666666666664
670,Keisuke Honda,MF,Japan,62.666666666666664,49.916666666666664,34.5,61.666666666666664,50.666666666666664,33.083333333333336,43.166666666666664
671,Yuto Nagatomo,DF,Japan,62.666666666666664,49.916666666666664,34.5,61.666666666666664,50.666666666666664,33.083333333333336,43.166666666666664
672,Wataru Endo,DF,Japan,62.666666666666664,49.916666666666664,34.5,61.666666666666664,50.666666666666664,33.083333333333336,43.166666666666664
673,Gaku Shibasaki,MF,Japan,62.666666666666664,49.916666666666664,34.5,61.666666666666664,50.666666666666664,33.083333333333336,43.166666666666664
674,Genki Haraguchi,MF,Japan,55.0,64.0,31.0,94.0,61.0,21.0,55.0
675,Shinji Okazaki,FW,Japan,62.666666666666664,49.916666666666664,34.5,61.666666666666664,50.666666666666664,33.083333333333336,43.166666666666664
676,Shinji Kagawa,MF,Japan,64.0,58.0,25.0,63.0,59.0,20.0,60.0
677,Takashi Usami,MF,Japan,65.0,66.0,50.0,68.0,62.0,40.0,54.0
678,Masaaki Higashiguchi,GK,Japan,62.666666666666664,49.916666666666664,34.5,61.666666666666664,50.666666666666664,33.083333333333336,43.166666666666664
679,Yoshinori Muto,FW,Japan,62.666666666666664,49.916666666666664,34.5,61.666666666666664,50.666666666666664,33.083333333333336,43.166666666666664
680,Takashi Inui,MF,Japan,65.0,66.0,50.0,68.0,62.0,40.0,54.0
681,Yuya Osako,FW,Japan,62.666666666666664,49.916666666666664,34.5,61.666666666666664,50.666666666666664,33.083333333333336,43.166666666666664
682,Hotaru Yamaguchi,MF,Japan,60.0,11.0,12.0,33.0,17.0,13.0,17.0
683,Makoto Hasebe,MF,Japan,60.0,65.0,32.0,73.0,59.0,20.0,46.0
684,Ryota Oshima,MF,Japan,75.0,78.0,63.0,77.0,79.0,75.0,63.0
685,Hiroki Sakai,DF,Japan,67.0,69.0,41.0,80.0,72.0,56.0,44.0
686,Tomoaki Makino,DF,Japan,61.0,16.0,12.0,33.0,16.0,21.0,17.0
687,Gōtoku Sakai,DF,Japan,65.0,67.0,54.0,66.0,66.0,31.0,61.0
688,Maya Yoshida,DF,Japan,62.666666666666664,49.916666666666664,34.5,61.666666666666664,50.666666666666664,33.083333333333336,43.166666666666664
689,Kosuke Nakamura,GK,Japan,55.0,31.0,34.0,56.0,40.0,50.0,34.0
690,Wojciech Tomasz Szczęsny,GK,Poland,86.0,11.0,14.0,55.0,22.0,15.0,18.0
691,Michał Pazdan,DF,Poland,71.0,47.0,41.0,60.0,65.0,72.0,31.0
692,Artur Marcin Jędrzejczyk,DF,Poland,70.0,63.0,34.0,66.0,70.0,71.0,34.0
693,Thiago Rangel Cionek,DF,Poland,72.0,46.0,25.0,65.0,56.0,74.0,39.0
694,Jan Kacper Bednarek,DF,Poland,72.0,50.0,26.0,56.0,55.0,66.0,32.0
695,Jacek Góralski,MF,Poland,73.0,61.0,46.0,84.0,68.0,77.0,43.0
696,Arkadiusz Krystian Milik,FW,Poland,82.0,76.0,82.0,68.0,79.0,36.0,79.0
697,Karol Linetty,MF,Poland,76.0,74.0,36.0,76.0,76.0,76.0,50.0
698,Robert Lewandowski,FW,Poland,90.0,85.0,86.0,78.0,89.0,39.0,86.0
699,Grzegorz Krychowiak,MF,Poland,66.0,64.0,37.0,68.0,65.0,36.0,56.0
700,Kamil Paweł Grosicki,MF,Poland,73.0,70.0,71.0,80.0,74.0,48.0,68.0
701,Bartosz Marek Białkowski,GK,Poland,72.0,14.0,12.0,48.0,18.0,19.0,17.0
702,Maciej Rybus,MF,Poland,72.0,75.0,76.0,76.0,70.0,70.0,67.0
703,Łukasz Teodorczyk,FW,Poland,76.0,65.0,49.0,61.0,70.0,24.0,65.0
704,Kamil Jacek Glik,DF,Poland,82.0,51.0,26.0,34.0,59.0,82.0,39.0
705,Jakub Błaszczykowski,MF,Poland,74.0,74.0,67.0,74.0,77.0,60.0,70.0
706,Sławomir Konrad Peszko,MF,Poland,64.0,63.0,58.0,68.0,64.0,42.0,53.0
707,Bartosz Bereszyński,DF,Poland,74.0,68.0,50.0,76.0,70.0,70.0,50.0
708,Piotr Sebastian Zieliński,MF,Poland,82.0,85.0,65.0,79.0,85.0,75.0,51.0
709,Łukasz Piotr Piszczek,DF,Poland,81.0,72.0,47.0,66.0,76.0,83.0,65.0
710,Rafał Maciej Kurzawa,MF,Poland,70.0,72.0,67.0,72.0,71.0,59.0,55.0
711,Łukasz Marek Fabiański,GK,Poland,81.0,14.0,12.0,52.0,22.0,16.0,22.0
712,Dawid Igor Kownacki,FW,Poland,70.0,66.0,32.0,72.0,68.0,42.0,72.0
713,Abdoulaye Diallo,GK,Senegal,65.0,58.0,42.0,66.0,60.0,12.0,62.0
714,Adama Mbengue,DF,Senegal,69.0,66.0,32.0,73.0,71.0,63.0,54.0
715,Kalidou Koulibaly,DF,Senegal,88.0,69.0,28.0,50.0,63.0,88.0,33.0
716,Serigne Modou Kara Mbodji,DF,Senegal,77.0,61.0,55.0,38.0,68.0,71.0,62.0
717,Idrissa Gana Gueye,MF,Senegal,83.0,75.0,61.0,82.0,79.0,88.0,54.0
718,Salif Sané,MF,Senegal,82.0,64.0,58.0,60.0,70.0,83.0,43.0
719,Moussa Sow,FW,Senegal,67.0,75.0,49.0,83.0,64.0,19.0,71.0
720,Cheikhou Kouyaté,MF,Senegal,76.0,68.0,47.0,62.0,73.0,77.0,52.0
721,Mame Biram Diouf,FW,Senegal,73.0,65.0,36.0,77.0,65.0,67.0,75.0
722,Sadio Mané,FW,Senegal,86.0,87.0,64.0,91.0,86.0,35.0,71.0
723,Cheikh Tidiane N'Doye,MF,Senegal,70.0,64.0,49.0,48.0,72.0,70.0,57.0
724,Youssouf Sabaly,DF,Senegal,76.0,74.0,38.0,78.0,74.0,77.0,43.0
725,Alfred John Momar N'Diaye,MF,Senegal,76.0,65.0,32.0,61.0,76.0,74.0,54.0
726,Pape Moussa Konaté,FW,Senegal,66.0,63.0,42.0,76.0,58.0,64.0,36.0
727,Diafra Sakho,FW,Senegal,74.0,72.0,62.0,70.0,72.0,37.0,73.0
728,Serigne Khadim N'Diaye,GK,Senegal,53.0,50.0,37.0,62.0,45.0,40.0,45.0
729,"Papa Alioune ""Badou"" Ndiaye",MF,Senegal,63.0,63.0,34.0,75.0,62.0,18.0,55.0
730,Ismaïla Sarr,FW,Senegal,77.0,81.0,55.0,79.0,77.0,17.0,58.0
731,M'Baye Hamady Niang,FW,Senegal,76.0,81.0,66.0,82.0,80.0,30.0,75.0
732,Keita Baldé Diao,FW,Senegal,80.0,83.0,52.0,82.0,85.0,31.0,60.0
733,Lamine Gassama,DF,Senegal,68.0,62.0,43.0,76.0,64.0,66.0,59.0
734,Moussa Wagué,DF,Senegal,69.0,71.0,31.0,79.0,68.0,67.0,39.0
735,Amigo Alfred Junior Gomis,GK,Senegal,76.0,15.0,12.0,60.0,24.0,21.0,23.0
